ID_c;Age;Gender;Location;Frequency of Purchases
1473;39;Male;Indiana;Weekly
1474;69;Male;Wisconsin;Every 3 Months
1475;31;Male;New Jersey;Monthly
1476;44;Male;Rhode Island;Monthly
1477;39;Male;Wyoming;Monthly
1478;24;Male;Oregon;Every 3 Months
1479;28;Male;Washington;Bi-Weekly
1480;48;Male;Washington;Weekly
1481;39;Male;New Hampshire;Quarterly
1482;64;Male;Maryland;Quarterly
1483;28;Male;Wisconsin;Weekly
1484;39;Male;Massachusetts;Bi-Weekly
1485;49;Male;Nebraska;Every 3 Months
1486;22;Male;Nebraska;Fortnightly
1487;25;Male;Idaho;Every 3 Months
1488;40;Male;Arizona;Annually
1489;23;Male;Hawaii;Weekly
1490;24;Male;Missouri;Quarterly
1491;66;Male;Louisiana;Bi-Weekly
1492;27;Male;Arkansas;Quarterly
1493;62;Male;North Carolina;Quarterly
1494;70;Male;North Dakota;Quarterly
1495;43;Male;Montana;Fortnightly
1496;45;Male;Rhode Island;Weekly
1497;63;Male;Idaho;Bi-Weekly
1498;69;Male;Michigan;Every 3 Months
1499;59;Male;Illinois;Fortnightly
1500;19;Male;Georgia;Every 3 Months
1501;63;Male;Alabama;Monthly
1502;37;Male;Alaska;Every 3 Months
1503;37;Male;Massachusetts;Fortnightly
1504;50;Male;Michigan;Quarterly
1505;60;Male;Alaska;Monthly
1506;46;Male;North Dakota;Monthly
1507;35;Male;South Carolina;Quarterly
1508;66;Male;Pennsylvania;Annually
1509;35;Male;Colorado;Every 3 Months
1510;20;Male;New Hampshire;Annually
1511;55;Male;Maryland;Annually
1512;34;Male;Georgia;Weekly
1513;60;Male;Wisconsin;Bi-Weekly
1514;22;Male;Texas;Monthly
1515;26;Male;Utah;Weekly
1516;39;Male;Indiana;Weekly
1517;20;Male;Nevada;Bi-Weekly
1518;57;Male;New Hampshire;Quarterly
1519;68;Male;New York;Fortnightly
1520;50;Male;Texas;Weekly
1521;21;Male;Iowa;Quarterly
1522;29;Male;Washington;Weekly
1523;38;Male;Tennessee;Monthly
1524;54;Male;Georgia;Annually
1525;22;Male;Massachusetts;Bi-Weekly
1526;29;Male;Oregon;Fortnightly
1527;41;Male;Oklahoma;Monthly
1528;26;Male;Wisconsin;Fortnightly
1529;69;Male;Oregon;Bi-Weekly
1530;20;Male;Georgia;Bi-Weekly
1531;59;Male;New Mexico;Quarterly
1532;63;Male;Mississippi;Bi-Weekly
1533;68;Male;Wisconsin;Every 3 Months
1534;50;Male;New Hampshire;Quarterly
1535;55;Male;Wyoming;Fortnightly
1536;36;Male;West Virginia;Monthly
1537;18;Male;Michigan;Quarterly
1538;68;Male;Alaska;Annually
1539;56;Male;Illinois;Bi-Weekly
1540;32;Male;Hawaii;Every 3 Months
1541;28;Male;Colorado;Monthly
1542;24;Male;Illinois;Bi-Weekly
1543;59;Male;Hawaii;Weekly
1544;56;Male;Wisconsin;Annually
1545;30;Male;Arkansas;Bi-Weekly
1546;48;Male;Delaware;Annually
1547;60;Male;Oregon;Annually
1548;46;Male;South Carolina;Quarterly
1549;69;Male;Maryland;Weekly
1550;19;Male;Kansas;Every 3 Months
1551;66;Male;Arkansas;Quarterly
1552;64;Male;Minnesota;Monthly
1553;54;Male;New Mexico;Monthly
1554;27;Male;Delaware;Quarterly
1555;64;Male;Utah;Bi-Weekly
1556;43;Male;Ohio;Quarterly
1557;43;Male;Alabama;Quarterly
1558;27;Male;South Dakota;Quarterly
1559;35;Male;New Mexico;Every 3 Months
1560;43;Male;Oregon;Fortnightly
1561;57;Male;Oregon;Weekly
1562;50;Male;Mississippi;Quarterly
1563;37;Male;Alabama;Bi-Weekly
1564;68;Male;Kansas;Weekly
1565;22;Male;California;Every 3 Months
1566;58;Male;Idaho;Annually
1567;48;Male;Wyoming;Bi-Weekly
1568;30;Male;Minnesota;Monthly
1569;51;Male;Washington;Monthly
1570;20;Male;Hawaii;Weekly
1571;30;Male;Missouri;Every 3 Months
1572;28;Male;Colorado;Fortnightly
1573;37;Male;Washington;Monthly
1574;36;Male;North Dakota;Weekly
1575;18;Male;Minnesota;Bi-Weekly
1576;52;Male;California;Fortnightly
1577;56;Male;Michigan;Monthly
1578;68;Male;Delaware;Fortnightly
1579;62;Male;California;Quarterly
1580;35;Male;Oklahoma;Monthly
1581;65;Male;North Dakota;Annually
1582;69;Male;Ohio;Quarterly
1583;28;Male;Hawaii;Monthly
1584;37;Male;Maryland;Annually
1585;41;Male;Hawaii;Quarterly
1586;37;Male;Alabama;Fortnightly
1587;25;Male;Oklahoma;Weekly
1588;41;Male;Alabama;Fortnightly
1589;48;Male;Vermont;Monthly
1590;42;Male;Ohio;Weekly
1591;54;Male;Wisconsin;Annually
1592;18;Male;South Dakota;Annually
1593;56;Male;Iowa;Every 3 Months
1594;61;Male;Maryland;Monthly
1595;40;Male;Colorado;Fortnightly
1596;34;Male;Wisconsin;Fortnightly
1597;42;Male;Mississippi;Monthly
1598;43;Male;Mississippi;Quarterly
1599;47;Male;California;Bi-Weekly
1600;48;Male;Delaware;Bi-Weekly
1601;20;Male;Montana;Weekly
1602;65;Male;Indiana;Monthly
1603;54;Male;West Virginia;Fortnightly
1604;23;Male;Iowa;Bi-Weekly
1605;18;Male;Maine;Every 3 Months
1606;70;Male;Connecticut;Bi-Weekly
1607;55;Male;Kansas;Fortnightly
1608;49;Male;Vermont;Quarterly
1609;26;Male;Nebraska;Bi-Weekly
1610;33;Male;Nevada;Monthly
1611;20;Male;Tennessee;Annually
1612;41;Male;Arkansas;Monthly
1613;18;Male;Wisconsin;Monthly
1614;26;Male;Illinois;Fortnightly
1615;30;Male;Kansas;Bi-Weekly
1616;64;Male;New York;Bi-Weekly
1617;26;Male;Colorado;Quarterly
1618;43;Male;Wisconsin;Fortnightly
1619;63;Male;Michigan;Quarterly
1620;57;Male;Hawaii;Bi-Weekly
1621;25;Male;Virginia;Every 3 Months
1622;68;Male;Ohio;Fortnightly
1623;31;Male;Missouri;Every 3 Months
1624;64;Male;Indiana;Annually
1625;38;Male;Florida;Every 3 Months
1626;34;Male;Minnesota;Bi-Weekly
1627;32;Male;Nevada;Bi-Weekly
1628;69;Male;Maine;Annually
1629;45;Male;Massachusetts;Monthly
1630;35;Male;North Dakota;Quarterly
1631;63;Male;New Jersey;Every 3 Months
1632;65;Male;Indiana;Fortnightly
1633;35;Male;Oregon;Every 3 Months
1634;54;Male;North Dakota;Bi-Weekly
1635;28;Male;South Carolina;Every 3 Months
1636;68;Male;North Carolina;Annually
1637;58;Male;North Dakota;Fortnightly
1638;35;Male;Massachusetts;Fortnightly
1639;68;Male;Tennessee;Weekly
1640;41;Male;Missouri;Annually
1641;65;Male;Tennessee;Weekly
1642;50;Male;Colorado;Every 3 Months
1643;18;Male;Mississippi;Fortnightly
1644;38;Male;Ohio;Monthly
1645;68;Male;North Carolina;Monthly
1646;53;Male;Ohio;Every 3 Months
1647;58;Male;Nebraska;Every 3 Months
1648;34;Male;Hawaii;Quarterly
1649;36;Male;Oklahoma;Monthly
1650;58;Male;Wisconsin;Quarterly
1651;60;Male;Arkansas;Fortnightly
1652;59;Male;Texas;Monthly
1653;65;Male;New Mexico;Fortnightly
1654;31;Male;Colorado;Bi-Weekly
1655;43;Male;Indiana;Quarterly
1656;37;Male;Arizona;Monthly
1657;21;Male;Indiana;Every 3 Months
1658;69;Male;Indiana;Bi-Weekly
1659;32;Male;Alaska;Weekly
1660;53;Male;Utah;Annually
1661;59;Male;Louisiana;Monthly
1662;64;Male;Iowa;Quarterly
1663;63;Male;New Mexico;Fortnightly
1664;43;Male;Maine;Bi-Weekly
1665;19;Male;Minnesota;Weekly
1666;40;Male;New Mexico;Monthly
1667;51;Male;Arkansas;Annually
1668;51;Male;Oklahoma;Every 3 Months
1669;66;Male;Utah;Fortnightly
1670;42;Male;Wisconsin;Quarterly
1671;22;Male;Utah;Weekly
1672;31;Male;Utah;Weekly
1673;18;Male;South Carolina;Quarterly
1674;21;Male;Hawaii;Bi-Weekly
1675;35;Male;Alaska;Fortnightly
1676;35;Male;Colorado;Annually
1677;27;Male;West Virginia;Weekly
1678;65;Male;Oregon;Weekly
1679;41;Male;Ohio;Fortnightly
1680;60;Male;Massachusetts;Bi-Weekly
1681;61;Male;Louisiana;Annually
1682;24;Male;Virginia;Bi-Weekly
1683;65;Male;New York;Bi-Weekly
1684;23;Male;Arkansas;Quarterly
1685;30;Male;New Mexico;Weekly
1686;33;Male;Minnesota;Bi-Weekly
1687;22;Male;Illinois;Annually
1688;67;Male;Georgia;Annually
1689;28;Male;Mississippi;Fortnightly
1690;32;Male;North Carolina;Monthly
1691;40;Male;Nevada;Annually
1692;64;Male;Connecticut;Annually
1693;56;Male;Utah;Bi-Weekly
1694;63;Male;Tennessee;Fortnightly
1695;20;Male;Mississippi;Fortnightly
1696;54;Male;Nebraska;Fortnightly
1697;31;Male;West Virginia;Bi-Weekly
1698;36;Male;South Carolina;Every 3 Months
1699;25;Male;Iowa;Quarterly
1700;20;Male;North Dakota;Annually
1701;62;Male;West Virginia;Monthly
1702;69;Male;Mississippi;Every 3 Months
1703;54;Male;Alabama;Weekly
1704;39;Male;California;Annually
1705;56;Male;Idaho;Every 3 Months
1706;39;Male;South Dakota;Bi-Weekly
1707;37;Male;North Dakota;Fortnightly
1708;25;Male;Nevada;Bi-Weekly
1709;35;Male;Florida;Quarterly
1710;45;Male;Indiana;Annually
1711;19;Male;Arkansas;Quarterly
1712;21;Male;North Carolina;Monthly
1713;65;Male;Illinois;Fortnightly
1714;49;Male;Missouri;Quarterly
1715;30;Male;South Dakota;Monthly
1716;23;Male;Idaho;Bi-Weekly
1717;69;Male;Connecticut;Every 3 Months
1718;29;Male;Hawaii;Bi-Weekly
1719;54;Male;Maryland;Every 3 Months
1720;45;Male;Maryland;Quarterly
1721;25;Male;Massachusetts;Bi-Weekly
1722;34;Male;Delaware;Monthly
1723;46;Male;Massachusetts;Fortnightly
1724;70;Male;New York;Annually
1725;42;Male;Delaware;Weekly
1726;45;Male;Massachusetts;Quarterly
1727;57;Male;Indiana;Weekly
1728;49;Male;Virginia;Monthly
1729;23;Male;Wyoming;Every 3 Months
1730;47;Male;Illinois;Fortnightly
1731;23;Male;Alabama;Weekly
1732;21;Male;Idaho;Monthly
1733;45;Male;Rhode Island;Every 3 Months
1734;67;Male;New York;Annually
1735;31;Male;Missouri;Quarterly
1736;58;Male;Texas;Annually
1737;57;Male;Tennessee;Quarterly
1738;42;Male;Ohio;Bi-Weekly
1739;60;Male;Tennessee;Weekly
1740;21;Male;Minnesota;Weekly
1741;69;Male;Wisconsin;Every 3 Months
1742;41;Male;Delaware;Monthly
1743;51;Male;Kansas;Every 3 Months
1744;23;Male;Missouri;Weekly
1745;57;Male;Michigan;Weekly
1746;40;Male;West Virginia;Weekly
1747;65;Male;Alabama;Fortnightly
1748;61;Male;New Hampshire;Quarterly
1749;34;Male;Montana;Annually
1750;43;Male;Wyoming;Every 3 Months
1751;31;Male;Missouri;Every 3 Months
1752;57;Male;Ohio;Annually
1753;34;Male;South Dakota;Quarterly
1754;25;Male;Colorado;Fortnightly
1755;66;Male;Massachusetts;Fortnightly
1756;56;Male;Delaware;Monthly
1757;49;Male;New Hampshire;Weekly
1758;19;Male;Michigan;Annually
1759;27;Male;Pennsylvania;Bi-Weekly
1760;68;Male;Louisiana;Weekly
1761;20;Male;Minnesota;Weekly
1762;21;Male;Hawaii;Weekly
1763;36;Male;Idaho;Fortnightly
1764;37;Male;Vermont;Annually
1765;61;Male;Delaware;Quarterly
1766;68;Male;New Mexico;Quarterly
1767;60;Male;Alaska;Bi-Weekly
1768;69;Male;Minnesota;Fortnightly
1769;25;Male;Nebraska;Every 3 Months
1770;32;Male;Alaska;Monthly
1771;53;Male;Michigan;Weekly
1772;46;Male;Indiana;Annually
1773;58;Male;Hawaii;Annually
1774;21;Male;West Virginia;Annually
1775;46;Male;New York;Weekly
1776;18;Male;Iowa;Bi-Weekly
1777;56;Male;Arizona;Every 3 Months
1778;18;Male;Minnesota;Fortnightly
1779;49;Male;Texas;Bi-Weekly
1780;29;Male;Virginia;Weekly
1781;67;Male;North Dakota;Weekly
1782;31;Male;Iowa;Quarterly
1783;52;Male;Utah;Fortnightly
1784;42;Male;Ohio;Monthly
1785;32;Male;Louisiana;Quarterly
1786;47;Male;Iowa;Monthly
1787;45;Male;Maryland;Monthly
1788;20;Male;Montana;Quarterly
1789;66;Male;Illinois;Bi-Weekly
1790;52;Male;Arizona;Quarterly
1791;50;Male;North Carolina;Bi-Weekly
1792;62;Male;Montana;Annually
1793;38;Male;Iowa;Every 3 Months
1794;65;Male;Iowa;Every 3 Months
1795;60;Male;Ohio;Fortnightly
1796;68;Male;Wisconsin;Fortnightly
1797;62;Male;South Carolina;Weekly
1798;62;Male;Oregon;Weekly
1799;40;Male;North Dakota;Weekly
1800;32;Male;California;Weekly
1801;22;Male;Mississippi;Weekly
1802;33;Male;New Jersey;Fortnightly
1803;57;Male;Rhode Island;Bi-Weekly
1804;60;Male;New Hampshire;Fortnightly
1805;30;Male;Louisiana;Weekly
1806;41;Male;Arizona;Weekly
1807;58;Male;Rhode Island;Annually
1808;34;Male;Vermont;Fortnightly
1809;67;Male;Tennessee;Monthly
1810;58;Male;Alaska;Fortnightly
1811;41;Male;Maryland;Bi-Weekly
1812;42;Male;Wisconsin;Annually
1813;50;Male;Nevada;Bi-Weekly
1814;40;Male;Illinois;Weekly
1815;32;Male;Montana;Quarterly
1816;51;Male;New Mexico;Every 3 Months
1817;26;Male;Virginia;Weekly
1818;32;Male;Delaware;Weekly
1819;58;Male;North Carolina;Every 3 Months
1820;51;Male;Nevada;Quarterly
1821;19;Male;Washington;Monthly
1822;57;Male;Maine;Quarterly
1823;66;Male;Connecticut;Annually
1824;62;Male;Louisiana;Bi-Weekly
1825;58;Male;Illinois;Monthly
1826;23;Male;South Dakota;Weekly
1827;45;Male;Indiana;Annually
1828;20;Male;Vermont;Weekly
1829;33;Male;New Hampshire;Every 3 Months
1830;30;Male;Oregon;Quarterly
1831;50;Male;Kansas;Annually
1832;62;Male;Maine;Every 3 Months
1833;69;Male;Louisiana;Monthly
1834;34;Male;Louisiana;Fortnightly
1835;49;Male;Indiana;Fortnightly
1836;65;Male;Kentucky;Quarterly
1837;66;Male;South Carolina;Monthly
1838;41;Male;Montana;Monthly
1839;37;Male;Vermont;Quarterly
1840;32;Male;Mississippi;Annually
1841;42;Male;Wyoming;Every 3 Months
1842;31;Male;Vermont;Every 3 Months
1843;61;Male;Alabama;Annually
1844;36;Male;Kentucky;Monthly
1845;60;Male;South Dakota;Annually
1846;51;Male;Delaware;Quarterly
1847;68;Male;Wisconsin;Quarterly
1848;46;Male;Arizona;Weekly
1849;19;Male;Maine;Every 3 Months
1850;30;Male;New Mexico;Monthly
1851;51;Male;Wyoming;Weekly
1852;28;Male;Delaware;Fortnightly
1853;41;Male;Pennsylvania;Weekly
1854;29;Male;North Dakota;Fortnightly
1855;25;Male;Kentucky;Annually
1856;60;Male;Rhode Island;Annually
1857;63;Male;Arizona;Bi-Weekly
1858;51;Male;Colorado;Monthly
1859;22;Male;Maine;Annually
1860;54;Male;New Jersey;Fortnightly
1861;18;Male;Kansas;Monthly
1862;29;Male;South Dakota;Monthly
1863;59;Male;New Hampshire;Fortnightly
1864;25;Male;Connecticut;Monthly
1865;19;Male;Wyoming;Quarterly
1866;56;Male;Missouri;Monthly
1867;31;Male;Alaska;Fortnightly
1868;45;Male;Delaware;Quarterly
1869;23;Male;Indiana;Fortnightly
1870;18;Male;West Virginia;Every 3 Months
1871;43;Male;Wyoming;Fortnightly
1872;56;Male;Illinois;Every 3 Months
1873;43;Male;Alaska;Monthly
1874;64;Male;Wisconsin;Weekly
1875;67;Male;Indiana;Weekly
1876;63;Male;Tennessee;Quarterly
1877;54;Male;Illinois;Quarterly
1878;69;Male;Pennsylvania;Annually
1879;34;Male;Oklahoma;Monthly
1880;56;Male;Tennessee;Bi-Weekly
1881;34;Male;New Jersey;Monthly
1882;58;Male;New Jersey;Bi-Weekly
1883;44;Male;Tennessee;Quarterly
1884;25;Male;Georgia;Fortnightly
1885;27;Male;Arizona;Bi-Weekly
1886;26;Male;Nevada;Monthly
1887;18;Male;Arkansas;Bi-Weekly
1888;64;Male;North Dakota;Monthly
1889;62;Male;South Dakota;Weekly
1890;59;Male;North Carolina;Weekly
1891;36;Male;Hawaii;Weekly
1892;69;Male;New Hampshire;Quarterly
1893;39;Male;California;Weekly
1894;28;Male;Delaware;Fortnightly
1895;42;Male;Arizona;Bi-Weekly
1896;31;Male;Washington;Monthly
1897;57;Male;Nevada;Monthly
1898;53;Male;Alaska;Fortnightly
1899;59;Male;Texas;Monthly
1900;32;Male;New York;Weekly
1901;65;Male;Iowa;Quarterly
1902;56;Male;Arizona;Quarterly
1903;31;Male;New Mexico;Monthly
1904;59;Male;North Carolina;Weekly
1905;22;Male;Nevada;Monthly
1906;47;Male;Idaho;Fortnightly
1907;23;Male;Vermont;Fortnightly
1908;69;Male;New Mexico;Every 3 Months
1909;18;Male;Georgia;Bi-Weekly
1910;50;Male;Kentucky;Monthly
1911;29;Male;New York;Quarterly
1912;65;Male;Arizona;Bi-Weekly
1913;29;Male;Colorado;Bi-Weekly
1914;49;Male;Kentucky;Annually
1915;28;Male;Alaska;Fortnightly
1916;51;Male;Alabama;Weekly
1917;26;Male;Connecticut;Bi-Weekly
1918;38;Male;Hawaii;Bi-Weekly
1919;35;Male;Idaho;Monthly
1920;34;Male;Virginia;Bi-Weekly
1921;51;Male;Connecticut;Every 3 Months
1922;47;Male;Michigan;Annually
1923;18;Male;Kentucky;Monthly
1924;64;Male;Nebraska;Annually
1925;30;Male;Michigan;Quarterly
1926;59;Male;Utah;Fortnightly
1927;66;Male;New Mexico;Annually
1928;40;Male;Florida;Every 3 Months
1929;25;Male;Mississippi;Weekly
1930;59;Male;Hawaii;Quarterly
1931;66;Male;North Carolina;Weekly
1932;54;Male;Illinois;Every 3 Months
1933;42;Male;Maryland;Every 3 Months
1934;48;Male;Montana;Annually
1935;34;Male;Michigan;Annually
1936;19;Male;North Carolina;Fortnightly
1937;70;Male;Minnesota;Every 3 Months
1938;43;Male;Delaware;Monthly
1939;46;Male;Kentucky;Bi-Weekly
1940;66;Male;Ohio;Every 3 Months
1941;50;Male;Alaska;Fortnightly
1942;55;Male;Vermont;Quarterly
1943;63;Male;Alabama;Monthly
1944;32;Male;Wisconsin;Annually
1945;30;Male;Arkansas;Every 3 Months
1946;35;Male;Georgia;Every 3 Months
1947;59;Male;Louisiana;Quarterly
1948;59;Male;New York;Monthly
1949;54;Male;Connecticut;Bi-Weekly
1950;63;Male;Nebraska;Quarterly
1951;43;Male;Arkansas;Every 3 Months
1952;33;Male;Connecticut;Bi-Weekly
1953;57;Male;Maryland;Bi-Weekly
1954;25;Male;Colorado;Fortnightly
1955;26;Male;Colorado;Quarterly
1956;50;Male;Maine;Monthly
1957;70;Male;Oklahoma;Fortnightly
1958;68;Male;South Carolina;Bi-Weekly
1959;39;Male;Nevada;Quarterly
1960;46;Male;Colorado;Every 3 Months
1961;57;Male;Massachusetts;Annually
1962;47;Male;Nevada;Quarterly
1963;40;Male;Iowa;Fortnightly
1964;52;Male;Michigan;Weekly
1965;40;Male;West Virginia;Monthly
1966;67;Male;Indiana;Quarterly
1967;67;Male;Indiana;Fortnightly
1968;37;Male;Georgia;Annually
1969;67;Male;Minnesota;Weekly
1970;64;Male;Louisiana;Fortnightly
1971;28;Male;Maryland;Bi-Weekly
1972;54;Male;Pennsylvania;Monthly
1973;54;Male;Louisiana;Every 3 Months
1974;24;Male;Maryland;Every 3 Months
1975;27;Male;Tennessee;Fortnightly
1976;53;Male;Illinois;Quarterly
1977;32;Male;Wyoming;Fortnightly
1978;24;Male;Florida;Annually
1979;45;Male;Massachusetts;Quarterly
1980;49;Male;Tennessee;Fortnightly
1981;51;Male;Iowa;Fortnightly
1982;69;Male;Michigan;Quarterly
1983;41;Male;Kansas;Monthly
1984;59;Male;Georgia;Quarterly
1985;26;Male;West Virginia;Fortnightly
1986;23;Male;Tennessee;Fortnightly
1987;62;Male;Arkansas;Quarterly
1988;69;Male;Vermont;Quarterly
1989;46;Male;Virginia;Weekly
1990;35;Male;Maryland;Bi-Weekly
1991;32;Male;Connecticut;Annually
1992;46;Male;Missouri;Every 3 Months
1993;33;Male;New Jersey;Monthly
1994;32;Male;Arkansas;Weekly
1995;33;Male;Nevada;Weekly
1996;67;Male;Missouri;Quarterly
1997;67;Male;South Dakota;Every 3 Months
1998;42;Male;Connecticut;Bi-Weekly
1999;20;Male;Vermont;Quarterly
2000;39;Male;Tennessee;Monthly
2001;26;Male;California;Bi-Weekly
2002;51;Male;Wyoming;Fortnightly
2003;31;Male;New York;Every 3 Months
2004;68;Male;Maine;Quarterly
2005;44;Male;Georgia;Bi-Weekly
2006;18;Male;Tennessee;Fortnightly
2007;58;Male;New Mexico;Annually
2008;26;Male;Virginia;Quarterly
2009;57;Male;Florida;Every 3 Months
2010;37;Male;Alabama;Bi-Weekly
2011;24;Male;Texas;Bi-Weekly
2012;57;Male;West Virginia;Monthly
2013;48;Male;Nevada;Fortnightly
2014;39;Male;Virginia;Quarterly
2015;51;Male;Wisconsin;Bi-Weekly
2016;57;Male;Virginia;Fortnightly
2017;53;Male;Maine;Fortnightly
2018;70;Male;Massachusetts;Every 3 Months
2019;60;Male;Arkansas;Weekly
2020;31;Male;Idaho;Fortnightly
2021;41;Male;Pennsylvania;Quarterly
2022;62;Male;Maine;Quarterly
2023;59;Male;Alabama;Bi-Weekly
2024;46;Male;Idaho;Bi-Weekly
2025;62;Male;Arkansas;Weekly
2026;42;Male;Delaware;Fortnightly
2027;37;Male;Maine;Every 3 Months
2028;50;Male;Nebraska;Every 3 Months
2029;29;Male;Ohio;Bi-Weekly
2030;25;Male;Montana;Quarterly
2031;66;Male;New Mexico;Monthly
2032;21;Male;North Carolina;Monthly
2033;46;Male;South Carolina;Annually
2034;57;Male;Illinois;Annually
2035;61;Male;Alabama;Monthly
2036;53;Male;Oklahoma;Weekly
2037;37;Male;Minnesota;Weekly
2038;39;Male;Illinois;Bi-Weekly
2039;53;Male;Arkansas;Fortnightly
2040;35;Male;Minnesota;Bi-Weekly
2041;69;Male;South Carolina;Quarterly
2042;66;Male;New York;Bi-Weekly
2043;19;Male;Alabama;Monthly
2044;47;Male;New York;Weekly
2045;49;Male;Missouri;Fortnightly
2046;31;Male;Georgia;Quarterly
2047;39;Male;Oklahoma;Every 3 Months
2048;58;Male;Connecticut;Annually
2049;45;Male;Michigan;Quarterly
2050;68;Male;Rhode Island;Annually
2051;35;Male;Mississippi;Annually
2052;65;Male;Massachusetts;Monthly
2053;45;Male;New Hampshire;Annually
2054;19;Male;Wyoming;Fortnightly
2055;65;Male;New Jersey;Annually
2056;28;Male;Texas;Weekly
2057;55;Male;Minnesota;Monthly
2058;66;Male;South Dakota;Every 3 Months
2059;29;Male;Washington;Quarterly
2060;56;Male;California;Weekly
2061;21;Male;Wisconsin;Quarterly
2062;32;Male;Michigan;Annually
2063;54;Male;South Carolina;Quarterly
2064;61;Male;Indiana;Monthly
2065;31;Male;Arkansas;Monthly
2066;27;Male;Oregon;Bi-Weekly
2067;64;Male;Illinois;Fortnightly
2068;60;Male;Maryland;Fortnightly
2069;70;Male;Vermont;Monthly
2070;36;Male;Texas;Quarterly
2071;56;Male;Nebraska;Monthly
2072;69;Male;South Carolina;Quarterly
2073;39;Male;Massachusetts;Weekly
2074;38;Male;Texas;Every 3 Months
2075;36;Male;Florida;Fortnightly
2076;46;Male;South Carolina;Monthly
2077;59;Male;Florida;Bi-Weekly
2078;64;Male;Nebraska;Annually
2079;49;Male;Hawaii;Weekly
2080;32;Male;Montana;Quarterly
2081;29;Male;South Dakota;Bi-Weekly
2082;24;Male;Alabama;Bi-Weekly
2083;41;Male;Arkansas;Every 3 Months
2084;41;Male;Mississippi;Fortnightly
2085;32;Male;Vermont;Quarterly
2086;69;Male;New York;Weekly
2087;65;Male;North Dakota;Every 3 Months
2088;54;Male;Wisconsin;Weekly
2089;39;Male;California;Annually
2090;37;Male;Maryland;Every 3 Months
2091;51;Male;Massachusetts;Monthly
2092;26;Male;Washington;Quarterly
2093;42;Male;Minnesota;Weekly
2094;21;Male;Washington;Annually
2095;53;Male;South Carolina;Annually
2096;36;Male;New Mexico;Fortnightly
2097;21;Male;North Carolina;Annually
2098;33;Male;Iowa;Weekly
2099;49;Male;Louisiana;Quarterly
2100;31;Male;Oklahoma;Annually
2101;68;Male;Michigan;Fortnightly
2102;49;Male;Oregon;Bi-Weekly
2103;23;Male;Idaho;Monthly
2104;30;Male;Indiana;Weekly
2105;53;Male;New Mexico;Weekly
2106;65;Male;South Carolina;Bi-Weekly
2107;60;Male;Vermont;Every 3 Months
2108;46;Male;Delaware;Quarterly
2109;54;Male;North Dakota;Quarterly
2110;59;Male;California;Every 3 Months
2111;52;Male;Montana;Every 3 Months
2112;41;Male;Missouri;Annually
2113;43;Male;Tennessee;Fortnightly
2114;63;Male;Virginia;Every 3 Months
2115;37;Male;Vermont;Annually
2116;44;Male;Rhode Island;Bi-Weekly
2117;67;Male;Kansas;Bi-Weekly
2118;27;Male;Colorado;Annually
2119;60;Male;Georgia;Quarterly
2120;58;Male;Nebraska;Bi-Weekly
2121;53;Male;Missouri;Quarterly
2122;43;Male;Alaska;Monthly
2123;32;Male;Virginia;Weekly
2124;54;Male;Nebraska;Bi-Weekly
2125;47;Male;Rhode Island;Quarterly
2126;57;Male;New Hampshire;Quarterly
2127;63;Male;Alabama;Monthly
2128;70;Male;North Carolina;Weekly
2129;62;Male;New Mexico;Weekly
2130;40;Male;Minnesota;Every 3 Months
2131;25;Male;Arizona;Annually
2132;19;Male;Montana;Fortnightly
2133;25;Male;Vermont;Weekly
2134;21;Male;Maine;Annually
2135;55;Male;Virginia;Fortnightly
2136;34;Male;California;Every 3 Months
2137;47;Male;New York;Fortnightly
2138;27;Male;Indiana;Every 3 Months
2139;67;Male;Mississippi;Quarterly
2140;40;Male;New York;Weekly
2141;53;Male;New Mexico;Fortnightly
2142;24;Male;Kentucky;Annually
2143;47;Male;North Dakota;Quarterly
2144;53;Male;Arkansas;Bi-Weekly
2145;47;Male;Maryland;Quarterly
2146;38;Male;Connecticut;Annually
2147;48;Male;Utah;Every 3 Months
2148;47;Male;Missouri;Fortnightly
2149;19;Male;Nebraska;Bi-Weekly
2150;38;Male;Hawaii;Weekly
2151;57;Male;Illinois;Weekly
2152;70;Male;Vermont;Monthly
2153;38;Male;New Jersey;Bi-Weekly
2154;35;Male;Kentucky;Annually
2155;46;Male;Wyoming;Every 3 Months
2156;32;Male;Hawaii;Monthly
2157;38;Male;Missouri;Bi-Weekly
2158;41;Male;Mississippi;Fortnightly
2159;19;Male;Massachusetts;Fortnightly
2160;18;Male;Louisiana;Annually
2161;45;Male;West Virginia;Annually
2162;23;Male;Washington;Fortnightly
2163;60;Male;Oregon;Weekly
2164;52;Male;New York;Monthly
2165;42;Male;Iowa;Bi-Weekly
2166;29;Male;Idaho;Every 3 Months
2167;31;Male;New Jersey;Bi-Weekly
2168;30;Male;Ohio;Fortnightly
2169;23;Male;Connecticut;Quarterly
2170;31;Male;Florida;Bi-Weekly
2171;40;Male;South Carolina;Every 3 Months
2172;39;Male;Missouri;Fortnightly
2173;28;Male;Rhode Island;Fortnightly
2174;23;Male;Delaware;Quarterly
2175;42;Male;Colorado;Annually
2176;68;Male;Nebraska;Fortnightly
2177;24;Male;Vermont;Quarterly
2178;24;Male;Montana;Bi-Weekly
2179;21;Male;Florida;Annually
2180;49;Male;Delaware;Monthly
2181;41;Male;Connecticut;Quarterly
