user_id;id_p;Quantity;Time stamp;Size;Review Rating;Subscription Status;Shipping Type;Discount Applied;Promo Code Used;Payment Method
3306;2681;2;11/04/2023;S;3.8;No;Store Pickup;No;No;Cash
1693;1394;1;12/04/2023;L;3.7;No;Express;No;No;Debit Card
633;4994;12;13/04/2023;S;4;No;2-Day Shipping;No;No;Debit Card
672;9743;19;14/04/2023;S;3.1;No;Store Pickup;No;No;Venmo
3530;7753;11;15/04/2023;L;3.9;No;2-Day Shipping;No;No;Venmo
294;271;2;16/04/2023;L;3.7;No;Express;No;No;Cash
2916;2992;20;17/04/2023;M;3.9;No;Express;No;No;Venmo
728;2781;14;18/04/2023;XL;2.7;No;Express;No;No;Credit Card
1292;3463;18;19/04/2023;M;3.9;No;Express;No;No;Debit Card
1413;7734;11;20/04/2023;L;2.6;No;Store Pickup;No;No;Venmo
1326;8663;11;21/04/2023;S;3.5;No;Free Shipping;No;No;Venmo
330;1033;5;22/04/2023;L;4.4;No;Next Day Air;No;No;Credit Card
1469;2491;19;23/04/2023;L;4.9;No;Store Pickup;No;No;Debit Card
1574;8287;8;24/04/2023;M;3.9;No;Standard;No;No;Venmo
444;5100;11;25/04/2023;L;3.5;No;Standard;No;No;Venmo
1406;5599;11;26/04/2023;M;4.3;No;Next Day Air;No;No;Debit Card
1276;9830;11;27/04/2023;S;3.4;No;Free Shipping;No;No;Debit Card
2522;7557;15;28/04/2023;M;2.7;No;Standard;No;No;Cash
42;865;18;29/04/2023;L;3.6;No;Standard;No;No;Bank Transfer
3157;5481;17;30/04/2023;S;4.9;No;Express;No;No;PayPal
1011;9880;1;01/05/2023;M;3.5;No;Free Shipping;No;No;PayPal
1910;4219;10;02/05/2023;M;3.8;No;Free Shipping;No;No;Cash
3511;816;13;03/05/2023;L;4.5;No;2-Day Shipping;No;No;Credit Card
887;8585;17;04/05/2023;M;4;No;Express;No;No;Cash
1305;6365;4;05/05/2023;M;4.7;No;Free Shipping;No;No;Cash
240;2867;6;06/05/2023;M;3.8;No;Express;No;No;Debit Card
390;7009;3;07/05/2023;S;4.5;No;Next Day Air;No;No;Cash
1918;1354;16;08/05/2023;XL;5;No;Express;No;No;PayPal
1148;4399;5;09/05/2023;M;2.8;No;Express;No;No;PayPal
3187;6851;11;10/05/2023;S;4.4;No;Standard;No;No;Cash
1635;3782;11;11/05/2023;L;4.7;No;Free Shipping;No;No;Bank Transfer
328;7844;8;12/05/2023;XL;3.8;No;Express;No;No;Cash
3870;8476;3;13/05/2023;M;4.9;No;Next Day Air;No;No;Credit Card
1280;404;15;14/05/2023;M;4.2;No;Express;No;No;Debit Card
3284;7840;17;15/05/2023;S;4.9;No;2-Day Shipping;No;No;Bank Transfer
3685;5863;18;16/05/2023;L;3.9;No;Express;No;No;Cash
2526;3616;6;17/05/2023;M;4.9;No;2-Day Shipping;No;No;Credit Card
2346;6751;2;18/05/2023;M;4.8;No;Express;No;No;Venmo
3405;2696;10;19/05/2023;M;3.3;No;Free Shipping;No;No;Bank Transfer
3549;2660;17;20/05/2023;M;4.6;No;Free Shipping;No;No;Cash
2120;1427;5;21/05/2023;M;4.5;No;2-Day Shipping;No;No;PayPal
1555;6309;6;22/05/2023;M;4.1;No;2-Day Shipping;No;No;Venmo
1648;3442;12;23/05/2023;M;3.2;No;2-Day Shipping;No;No;Credit Card
2703;5727;13;24/05/2023;M;4.2;No;2-Day Shipping;No;No;Credit Card
1174;9921;5;25/05/2023;M;4.8;No;Free Shipping;No;No;Venmo
1931;5507;6;26/05/2023;L;4.1;No;Next Day Air;No;No;Credit Card
2028;3251;13;27/05/2023;XL;3.7;No;Store Pickup;No;No;Cash
2651;6237;8;28/05/2023;M;2.6;No;Store Pickup;No;No;Bank Transfer
280;4912;1;29/05/2023;L;3;No;Standard;No;No;PayPal
2502;1438;9;30/05/2023;M;4.4;No;Express;No;No;Debit Card
1746;9601;13;31/05/2023;M;4.7;No;Next Day Air;No;No;Credit Card
3577;9745;3;01/06/2023;M;2.7;No;2-Day Shipping;No;No;Credit Card
3547;3102;1;02/06/2023;M;2.8;No;2-Day Shipping;No;No;Bank Transfer
597;3453;9;03/06/2023;M;2.9;No;Standard;No;No;Venmo
2878;5624;19;04/06/2023;XL;4.4;No;Free Shipping;No;No;Credit Card
2323;8482;10;05/06/2023;XL;2.7;No;Express;No;No;Cash
1507;2016;10;06/06/2023;M;4.5;No;Store Pickup;No;No;Bank Transfer
493;2386;14;07/06/2023;S;2.8;No;Store Pickup;No;No;Debit Card
293;8705;10;08/06/2023;S;3.1;No;Free Shipping;No;No;Bank Transfer
3096;7820;12;09/06/2023;XL;3.8;No;Store Pickup;No;No;Cash
732;3019;6;10/06/2023;XL;2.9;No;Express;No;No;PayPal
3443;439;19;11/06/2023;M;3.8;No;Express;No;No;Credit Card
2200;1037;19;12/06/2023;XL;4.7;No;Standard;No;No;Cash
1253;7868;6;13/06/2023;XL;3.2;No;Free Shipping;No;No;PayPal
1504;8206;17;14/06/2023;L;4;No;Next Day Air;No;No;Cash
2434;7188;1;15/06/2023;S;4.9;No;2-Day Shipping;No;No;Debit Card
2219;4894;3;16/06/2023;L;3.7;No;Store Pickup;No;No;Debit Card
2638;7794;15;17/06/2023;M;4.8;No;Next Day Air;No;No;Credit Card
3106;4478;6;18/06/2023;S;3.6;No;Standard;No;No;Debit Card
1274;4439;4;19/06/2023;M;4.6;No;Express;No;No;PayPal
1564;2872;17;20/06/2023;L;4.3;No;2-Day Shipping;No;No;Debit Card
3749;8223;9;21/06/2023;S;3.2;No;2-Day Shipping;No;No;Venmo
1516;2287;10;22/06/2023;S;3.8;No;Store Pickup;No;No;Bank Transfer
1843;2870;7;23/06/2023;XL;4.2;No;Standard;No;No;Credit Card
3434;3549;18;24/06/2023;M;3.4;No;2-Day Shipping;No;No;Venmo
3783;7656;10;25/06/2023;M;4.7;No;Next Day Air;No;No;Cash
2557;573;6;26/06/2023;S;3.9;No;2-Day Shipping;No;No;Debit Card
71;100;11;27/06/2023;L;4.3;No;Store Pickup;No;No;Debit Card
841;5259;9;28/06/2023;XL;2.7;No;Standard;No;No;Cash
3853;3441;4;29/06/2023;M;4.6;No;Standard;No;No;Credit Card
1451;2995;17;30/06/2023;XL;2.9;No;Express;No;No;Bank Transfer
2446;1625;19;01/07/2023;L;3.6;No;Free Shipping;No;No;Cash
2982;4052;17;02/07/2023;M;3.9;No;Next Day Air;No;No;Credit Card
3126;4601;2;03/07/2023;M;2.6;No;Standard;No;No;Venmo
1245;4789;1;04/07/2023;L;3.6;No;Express;No;No;Credit Card
518;7149;8;05/07/2023;L;3.4;No;Store Pickup;No;No;Credit Card
2624;31;19;06/07/2023;L;3.5;No;Express;No;No;Cash
219;4552;14;07/07/2023;L;3.1;No;2-Day Shipping;No;No;Debit Card
762;451;10;08/07/2023;M;4.3;No;Standard;No;No;Cash
1598;2138;16;09/07/2023;L;5;No;Store Pickup;No;No;Bank Transfer
2654;4630;11;10/07/2023;M;4.9;No;Store Pickup;No;No;Debit Card
3262;1341;7;11/07/2023;S;4.3;No;Next Day Air;No;No;Bank Transfer
219;7830;10;12/07/2023;S;4.4;No;Standard;No;No;Cash
3372;9954;10;13/07/2023;L;4.4;No;Next Day Air;No;No;Cash
1066;5222;2;10/10/2023;XL;3.5;No;Express;No;No;PayPal
3082;7095;2;11/10/2023;XL;3.4;No;Free Shipping;No;No;Credit Card
1974;5395;10;12/10/2023;L;2.5;No;Next Day Air;No;No;Bank Transfer
3492;2036;20;13/10/2023;M;3.4;No;Store Pickup;No;No;Credit Card
612;8869;11;14/10/2023;M;2.6;No;Next Day Air;No;No;Debit Card
3390;3323;20;15/10/2023;M;4.6;No;2-Day Shipping;No;No;Venmo
3504;4272;16;16/10/2023;L;3.7;No;Express;No;No;PayPal
799;1341;6;17/10/2023;M;2.5;No;Free Shipping;No;No;Debit Card
1241;9205;11;18/10/2023;L;4.5;No;Express;No;No;Debit Card
3035;149;9;19/10/2023;M;2.9;No;Standard;No;No;Venmo
458;7773;5;20/10/2023;L;2.9;No;Free Shipping;No;No;Debit Card
3395;2347;9;21/10/2023;L;3.5;No;Next Day Air;No;No;Venmo
2534;9051;9;22/10/2023;L;4.2;No;Store Pickup;No;No;PayPal
1206;8360;3;23/10/2023;S;3.3;No;Free Shipping;No;No;Cash
1598;9969;12;24/10/2023;S;3.9;No;Store Pickup;No;No;Cash
131;964;4;25/10/2023;S;5;No;Store Pickup;No;No;Venmo
1803;6674;2;26/10/2023;M;3.3;No;Standard;No;No;Bank Transfer
1710;2601;14;27/10/2023;S;4.2;No;Free Shipping;No;No;Cash
529;5721;19;28/10/2023;M;4.9;No;2-Day Shipping;No;No;Bank Transfer
3786;8995;15;29/10/2023;M;4.6;No;2-Day Shipping;No;No;PayPal
3458;18;17;30/10/2023;L;4.8;No;Store Pickup;No;No;Credit Card
2939;4025;2;31/10/2023;XL;2.7;No;Next Day Air;No;No;Debit Card
1169;1533;20;01/11/2023;S;4.3;No;Store Pickup;No;No;Credit Card
491;992;7;02/11/2023;S;3.8;No;Express;No;No;Debit Card
1370;8772;11;03/11/2023;M;4.9;No;Express;No;No;Debit Card
3141;8023;1;04/11/2023;S;3.4;No;2-Day Shipping;No;No;Credit Card
1793;6208;9;05/11/2023;M;3.6;No;Express;No;No;Cash
1824;3750;13;06/11/2023;L;3.4;No;Standard;No;No;Credit Card
1451;4118;20;07/11/2023;M;4.7;No;2-Day Shipping;No;No;Cash
24;6638;18;08/11/2023;S;3;No;Next Day Air;No;No;Debit Card
1961;7539;2;09/11/2023;L;3.4;No;Free Shipping;No;No;PayPal
1112;3026;11;10/11/2023;S;4.6;No;Standard;No;No;Debit Card
2669;8369;11;11/11/2023;M;3.1;No;Express;No;No;PayPal
1812;3490;11;12/11/2023;M;2.8;No;Standard;No;No;Cash
3549;3165;12;13/11/2023;M;3.5;No;Store Pickup;No;No;Venmo
2204;9862;18;14/11/2023;S;4.6;No;Standard;No;No;PayPal
2478;5665;15;15/11/2023;XL;4.3;No;Standard;No;No;Cash
2940;6482;13;16/11/2023;M;4.8;No;Free Shipping;No;No;PayPal
3415;4949;8;17/11/2023;L;2.9;No;Express;No;No;Credit Card
741;1942;6;18/11/2023;M;3;No;Express;No;No;PayPal
2956;3769;14;19/11/2023;M;2.9;No;Standard;No;No;Cash
457;6913;8;20/11/2023;S;3.7;No;Standard;No;No;PayPal
1449;5741;1;21/11/2023;L;4.7;No;Standard;No;No;Venmo
1962;6728;2;22/11/2023;L;3.5;No;Store Pickup;No;No;Cash
170;91;4;23/11/2023;S;2.7;No;Store Pickup;No;No;Debit Card
3028;8453;4;24/11/2023;M;5;No;Free Shipping;No;No;Credit Card
1995;1988;1;25/11/2023;L;4.1;No;Next Day Air;No;No;Venmo
2255;9885;5;26/11/2023;L;2.7;No;Free Shipping;No;No;Bank Transfer
3644;3573;16;27/11/2023;XL;4.8;No;Free Shipping;No;No;Cash
2985;3108;2;28/11/2023;S;4.3;No;2-Day Shipping;No;No;PayPal
582;8933;6;29/11/2023;M;4.5;No;2-Day Shipping;No;No;Bank Transfer
1541;7678;13;30/11/2023;L;3.8;No;Standard;No;No;Debit Card
2316;4412;13;01/12/2023;L;3.7;No;Store Pickup;No;No;PayPal
3326;8652;3;02/12/2023;L;3.9;No;2-Day Shipping;No;No;PayPal
1954;7377;7;03/12/2023;XL;3.3;No;Standard;No;No;Credit Card
3596;8907;16;04/12/2023;M;3.4;No;Express;No;No;PayPal
2977;101;20;05/12/2023;L;3.8;No;Next Day Air;No;No;Cash
3231;6122;5;06/12/2023;M;2.7;No;Free Shipping;No;No;Cash
1097;5272;8;07/12/2023;M;2.9;No;2-Day Shipping;No;No;Credit Card
3778;3337;15;08/12/2023;M;4.5;No;Standard;No;No;Credit Card
2415;4543;4;09/12/2023;M;2.6;No;Store Pickup;No;No;PayPal
2698;1006;12;10/12/2023;L;3.1;No;Next Day Air;No;No;PayPal
650;2927;10;11/12/2023;L;4.7;No;Store Pickup;No;No;PayPal
1643;201;6;12/12/2023;L;4.6;No;Free Shipping;No;No;PayPal
2348;6383;11;13/12/2023;L;2.7;No;Next Day Air;No;No;Bank Transfer
1082;3184;15;14/12/2023;L;4.6;No;2-Day Shipping;No;No;Cash
393;6967;5;15/12/2023;XL;4.8;No;Standard;No;No;PayPal
1294;355;15;16/12/2023;M;4.2;No;Free Shipping;No;No;Venmo
1978;8371;18;17/12/2023;M;4.9;No;Express;No;No;Cash
3316;1716;14;18/12/2023;M;4.9;No;Express;No;No;Credit Card
281;9357;6;19/12/2023;M;4.5;No;Store Pickup;No;No;Cash
959;8627;9;20/12/2023;M;2.7;No;Store Pickup;No;No;Cash
2235;5391;10;21/12/2023;M;3.1;No;Store Pickup;No;No;Credit Card
1043;7993;8;22/12/2023;L;3.3;No;2-Day Shipping;No;No;Credit Card
1143;7072;10;23/12/2023;L;2.6;No;Free Shipping;No;No;Debit Card
822;7096;20;24/12/2023;M;4.4;No;Standard;No;No;PayPal
72;4252;13;25/12/2023;L;3.9;No;Standard;No;No;Credit Card
1123;5227;17;26/12/2023;S;4.6;No;Express;No;No;Debit Card
1302;5670;8;27/12/2023;M;4.9;No;Express;No;No;Debit Card
3612;7010;3;28/12/2023;XL;3.7;No;Express;No;No;Credit Card
3452;5003;19;01/01/2023;L;3.7;No;Standard;No;No;Venmo
3891;5832;18;28/12/2022;S;4.2;No;Standard;No;No;Credit Card
2654;8167;5;29/12/2022;S;3.5;No;Next Day Air;No;No;Bank Transfer
3206;8163;15;30/12/2022;M;2.9;No;Next Day Air;No;No;Credit Card
1981;398;17;31/12/2022;XL;3.4;No;Next Day Air;No;No;Venmo
3118;6904;20;01/01/2023;M;3.3;No;Express;No;No;PayPal
1473;2127;17;02/01/2023;XL;4.5;No;Standard;No;No;Venmo
1415;7780;15;03/01/2023;M;4.6;No;2-Day Shipping;No;No;PayPal
708;5345;1;04/01/2023;L;2.9;No;Express;No;No;Cash
1808;6324;3;05/01/2023;M;3.2;No;Next Day Air;No;No;PayPal
1028;1293;4;06/01/2023;M;2.6;No;Free Shipping;No;No;Bank Transfer
2170;4222;14;07/01/2023;L;3.8;No;Store Pickup;No;No;Cash
1621;6200;16;08/01/2023;L;2.8;No;Store Pickup;No;No;Debit Card
63;5228;5;09/01/2023;M;4.4;No;Store Pickup;No;No;PayPal
2813;6202;15;10/01/2023;L;4.7;No;Express;No;No;PayPal
2116;8586;2;11/01/2023;M;2.7;No;2-Day Shipping;No;No;PayPal
233;6918;9;12/01/2023;M;2.6;No;Next Day Air;No;No;Debit Card
2443;5110;4;13/01/2023;M;3.4;No;2-Day Shipping;No;No;PayPal
656;139;2;14/01/2023;M;3.9;No;2-Day Shipping;No;No;Credit Card
1747;2864;18;15/01/2023;L;3.4;No;2-Day Shipping;No;No;Venmo
3436;2348;1;16/01/2023;XL;3.4;No;Express;No;No;Cash
2694;6725;13;17/01/2023;M;3.9;No;Free Shipping;No;No;Bank Transfer
3543;7993;17;18/01/2023;S;4;No;Express;No;No;PayPal
982;9100;17;19/01/2023;L;3.4;No;2-Day Shipping;No;No;PayPal
525;890;11;20/01/2023;M;3.7;No;Next Day Air;No;No;Venmo
2706;9427;17;21/01/2023;L;4.9;No;2-Day Shipping;No;No;Venmo
820;6091;6;22/01/2023;S;5;No;Express;No;No;Cash
1522;7315;1;23/01/2023;M;2.9;No;Next Day Air;No;No;Credit Card
412;2109;19;24/01/2023;S;3;No;Standard;No;No;Debit Card
937;5486;2;10/10/2023;L;3.3;No;Next Day Air;No;No;Cash
640;3961;3;11/10/2023;M;4.7;No;Express;No;No;Debit Card
246;1464;17;12/10/2023;M;3.4;No;2-Day Shipping;No;No;Cash
1177;6838;10;13/10/2023;L;4.6;No;2-Day Shipping;No;No;Debit Card
1148;8050;2;14/10/2023;M;3.6;No;2-Day Shipping;No;No;Cash
3014;5666;19;15/10/2023;S;2.6;No;Free Shipping;No;No;Debit Card
2954;5809;15;16/10/2023;M;2.7;No;Express;No;No;PayPal
2424;9515;16;17/10/2023;S;3.1;No;Express;No;No;Cash
3666;8851;16;18/10/2023;L;3.2;No;2-Day Shipping;No;No;Cash
818;4919;10;19/10/2023;M;3.4;No;Store Pickup;No;No;PayPal
461;6153;13;20/10/2023;S;4.4;No;Express;No;No;Credit Card
3148;3575;17;21/10/2023;M;3.2;No;2-Day Shipping;No;No;PayPal
2801;3497;16;22/10/2023;M;2.5;No;Free Shipping;No;No;PayPal
3048;5524;8;23/10/2023;M;3.8;No;Next Day Air;No;No;Venmo
3449;3198;20;24/10/2023;M;4.4;No;2-Day Shipping;No;No;Debit Card
673;9099;2;25/10/2023;M;3.7;No;Express;No;No;Bank Transfer
2152;1522;6;26/10/2023;L;3.2;No;Store Pickup;No;No;Cash
3898;96;11;27/10/2023;M;4.9;No;Standard;No;No;Debit Card
1107;9802;8;28/10/2023;L;3.9;No;Standard;No;No;PayPal
1309;5726;8;29/10/2023;S;4.5;No;Next Day Air;No;No;Credit Card
3552;9343;12;30/10/2023;S;3.4;No;Standard;No;No;Debit Card
591;8390;1;31/10/2023;S;4.1;No;Next Day Air;No;No;Bank Transfer
1298;7294;6;01/11/2023;S;4.5;No;Store Pickup;No;No;Bank Transfer
1689;3623;4;02/11/2023;S;4.7;No;Store Pickup;No;No;Cash
722;8019;15;03/11/2023;M;4.8;No;Next Day Air;No;No;Cash
2958;8447;6;04/11/2023;M;4.4;No;Standard;No;No;Venmo
952;7717;16;05/11/2023;S;4;No;Store Pickup;No;No;Cash
1875;1859;11;06/11/2023;S;4.1;No;Store Pickup;No;No;Cash
1688;179;11;07/11/2023;L;3.7;No;Express;No;No;PayPal
1579;5889;8;08/11/2023;M;3;No;Express;No;No;Debit Card
1474;947;17;09/11/2023;M;3.6;No;Express;No;No;Bank Transfer
1259;5367;9;10/11/2023;S;4.8;No;Standard;No;No;Credit Card
3113;9293;1;11/11/2023;XL;3.7;No;2-Day Shipping;No;No;Venmo
3118;6968;17;12/11/2023;M;4.6;No;Next Day Air;No;No;PayPal
3226;2276;14;13/11/2023;S;2.8;No;Standard;No;No;Credit Card
1586;9790;3;14/11/2023;L;4;No;Standard;No;No;Credit Card
956;2545;14;15/11/2023;M;4.2;No;Next Day Air;No;No;Cash
1064;6030;2;16/11/2023;L;3.6;No;Express;No;No;Venmo
45;2141;19;17/11/2023;M;2.9;No;Store Pickup;No;No;PayPal
2449;6833;19;18/11/2023;S;4.1;No;Express;No;No;Bank Transfer
590;6986;10;19/11/2023;S;3.1;No;Next Day Air;No;No;Cash
653;9300;2;20/11/2023;S;4.3;No;Express;No;No;Venmo
1520;7582;15;21/11/2023;L;4.4;No;Next Day Air;No;No;Credit Card
2110;543;9;22/11/2023;M;3.1;No;Next Day Air;No;No;Debit Card
2849;5132;5;23/11/2023;XL;2.9;No;Free Shipping;No;No;Venmo
3586;4404;11;24/11/2023;S;3.2;No;Next Day Air;No;No;PayPal
2489;3993;6;25/11/2023;M;4;No;2-Day Shipping;No;No;Venmo
3269;5031;16;26/11/2023;M;2.7;No;Standard;No;No;PayPal
3019;4175;5;27/11/2023;L;3;No;Free Shipping;No;No;PayPal
542;4626;13;28/11/2023;M;4.4;No;Express;No;No;PayPal
466;863;6;29/11/2023;M;2.8;No;Free Shipping;No;No;Cash
2686;402;4;30/11/2023;M;3.1;No;Store Pickup;No;No;Cash
3594;2728;20;01/12/2023;XL;3.9;No;Express;No;No;Bank Transfer
2701;4188;15;02/12/2023;L;2.7;No;Standard;No;No;Venmo
3777;3392;13;03/12/2023;M;3.4;No;Store Pickup;No;No;Debit Card
179;354;2;04/12/2023;L;3.8;No;Free Shipping;No;No;Credit Card
1209;5113;12;05/12/2023;M;3.7;No;2-Day Shipping;No;No;Bank Transfer
3166;6643;3;06/12/2023;S;4.5;No;2-Day Shipping;No;No;Credit Card
647;4877;20;07/12/2023;XL;2.9;No;Express;No;No;PayPal
1141;6912;13;08/12/2023;M;3.4;No;2-Day Shipping;No;No;Bank Transfer
1616;3464;6;09/12/2023;L;4.4;No;2-Day Shipping;No;No;PayPal
2200;9393;2;10/12/2023;L;4.2;No;Standard;No;No;PayPal
2028;3281;4;11/12/2023;M;3.3;No;Store Pickup;No;No;Bank Transfer
3427;6125;6;12/12/2023;XL;3.7;No;Express;No;No;PayPal
23;4251;17;13/12/2023;M;3.2;No;Next Day Air;No;No;Bank Transfer
43;4138;6;14/12/2023;S;2.6;No;Store Pickup;No;No;Debit Card
641;7008;20;15/12/2023;L;2.8;No;Standard;No;No;Cash
1977;5597;10;16/12/2023;M;2.9;No;Standard;No;No;Cash
739;3553;20;17/12/2023;M;4;No;2-Day Shipping;No;No;Bank Transfer
155;2866;9;18/12/2023;M;2.9;No;Free Shipping;No;No;Bank Transfer
2681;2996;20;19/12/2023;M;4.7;No;Store Pickup;No;No;Debit Card
3145;9004;13;20/12/2023;XL;3.1;No;2-Day Shipping;No;No;Cash
393;6707;19;21/12/2023;XL;3.9;No;Store Pickup;No;No;Venmo
3696;8386;20;22/12/2023;M;3.4;No;Free Shipping;No;No;Debit Card
1112;3642;19;23/12/2023;XL;3.1;No;Express;No;No;Cash
2204;6650;4;24/12/2023;S;4.8;No;Store Pickup;No;No;PayPal
1225;4353;11;25/12/2023;M;3.9;No;Next Day Air;No;No;Bank Transfer
2269;3105;20;26/12/2023;S;3.5;No;Next Day Air;No;No;PayPal
685;5678;8;27/12/2023;M;3.1;No;Free Shipping;No;No;Debit Card
2091;6683;19;28/12/2023;S;4.7;No;Express;No;No;Debit Card
2788;8649;19;01/01/2023;S;4.6;No;Free Shipping;No;No;Debit Card
1249;8548;1;28/12/2022;L;3.3;No;Free Shipping;No;No;Bank Transfer
348;4493;11;29/12/2022;M;3.2;No;Next Day Air;No;No;Debit Card
2104;3075;5;30/12/2022;L;3.1;No;Next Day Air;No;No;PayPal
2635;9903;14;31/12/2022;S;3.5;No;Free Shipping;No;No;Debit Card
3627;7079;9;01/01/2023;S;4.3;No;Standard;No;No;Bank Transfer
3444;299;18;02/01/2023;M;2.9;No;Free Shipping;No;No;Venmo
1871;1291;1;03/01/2023;L;2.7;No;Store Pickup;No;No;Credit Card
623;1440;14;04/01/2023;S;4;No;Standard;No;No;Bank Transfer
2341;5401;4;05/01/2023;M;4.6;No;Free Shipping;No;No;Debit Card
93;1921;10;06/01/2023;L;4.7;No;2-Day Shipping;No;No;Cash
2541;4902;2;07/01/2023;M;4.7;No;Standard;No;No;Credit Card
1236;2218;11;08/01/2023;L;4;No;Standard;No;No;Debit Card
851;1832;7;09/01/2023;L;3.6;No;Free Shipping;No;No;Credit Card
3796;1653;3;10/01/2023;S;3.4;No;Free Shipping;No;No;Debit Card
2239;577;7;11/01/2023;XL;3;No;Next Day Air;No;No;Bank Transfer
3725;5228;6;12/01/2023;M;2.6;No;Next Day Air;No;No;Bank Transfer
2499;8430;3;13/01/2023;M;4.2;No;Store Pickup;No;No;Debit Card
3336;2683;13;14/01/2023;M;3.4;No;Standard;No;No;Venmo
2280;9511;12;15/01/2023;M;4;No;Store Pickup;No;No;Bank Transfer
2391;2783;8;16/01/2023;L;4.7;No;Free Shipping;No;No;Debit Card
3845;5699;3;17/01/2023;S;3.9;No;Next Day Air;No;No;Credit Card
1643;430;12;18/01/2023;M;3.3;No;2-Day Shipping;No;No;Venmo
3858;9468;6;19/01/2023;L;2.9;No;Express;No;No;PayPal
2748;8694;11;20/01/2023;M;4.4;No;Free Shipping;No;No;Cash
1272;3303;14;21/01/2023;M;3.6;No;Next Day Air;No;No;Bank Transfer
340;2600;10;22/01/2023;M;4.5;No;Store Pickup;No;No;Cash
57;9987;14;23/01/2023;S;3.7;No;Store Pickup;No;No;Venmo
2573;6406;17;24/01/2023;M;2.8;No;Free Shipping;No;No;Venmo
434;2687;2;25/01/2023;M;4.5;No;Free Shipping;No;No;Venmo
3803;2126;15;26/01/2023;M;4.4;No;Standard;No;No;Credit Card
1308;9432;5;27/01/2023;M;3.3;No;Standard;No;No;PayPal
2878;6674;4;28/01/2023;XL;4.2;No;Express;No;No;Credit Card
2177;7832;15;29/01/2023;L;2.7;No;Free Shipping;No;No;Venmo
3322;8538;5;30/01/2023;L;3.9;No;Store Pickup;No;No;Debit Card
3651;4102;3;31/01/2023;XL;2.6;No;Free Shipping;No;No;Bank Transfer
1054;4545;1;01/02/2023;M;4.5;No;2-Day Shipping;No;No;Cash
3626;578;10;02/02/2023;M;2.7;No;Store Pickup;No;No;PayPal
2052;3569;20;03/02/2023;M;2.9;No;Standard;No;No;Debit Card
2153;3798;10;04/02/2023;M;3.4;No;Store Pickup;No;No;Bank Transfer
2355;6106;10;05/02/2023;M;2.9;No;Express;No;No;Debit Card
2287;8751;8;06/02/2023;L;3.8;No;Free Shipping;No;No;Debit Card
3708;1171;5;07/02/2023;M;4.2;No;2-Day Shipping;No;No;Debit Card
1813;6069;4;08/02/2023;M;3.5;No;Store Pickup;No;No;Venmo
3507;3394;10;09/02/2023;S;3.1;No;Next Day Air;No;No;PayPal
1293;2056;17;10/02/2023;M;3.5;No;2-Day Shipping;No;No;Bank Transfer
2249;1;4;11/02/2023;L;4;No;Express;No;No;Debit Card
1088;4326;14;12/02/2023;L;3.7;No;Express;No;No;Debit Card
580;8182;15;13/02/2023;M;4.2;No;Next Day Air;No;No;Venmo
2431;2913;12;14/02/2023;M;4.8;No;Store Pickup;No;No;PayPal
2813;8280;14;15/02/2023;XL;4.1;No;Express;No;No;Credit Card
2469;8692;11;16/02/2023;M;4.5;No;2-Day Shipping;No;No;Debit Card
517;9719;4;17/02/2023;L;2.7;No;2-Day Shipping;No;No;PayPal
893;7216;19;18/02/2023;L;2.8;No;Store Pickup;No;No;PayPal
543;6237;7;19/02/2023;L;3.7;No;Free Shipping;No;No;Credit Card
2460;8422;1;20/02/2023;M;3.6;No;Express;No;No;Bank Transfer
3900;9389;20;21/02/2023;M;4.7;No;2-Day Shipping;No;No;Debit Card
1346;5856;2;22/02/2023;M;3.8;No;Standard;No;No;Bank Transfer
86;39;14;23/02/2023;XL;2.9;No;Standard;No;No;Credit Card
46;2874;8;24/02/2023;S;4.6;No;Next Day Air;No;No;Debit Card
3496;8300;13;25/02/2023;M;2.8;No;Standard;No;No;Bank Transfer
3144;2081;13;26/02/2023;XL;4.6;No;2-Day Shipping;No;No;Credit Card
3411;5761;6;27/02/2023;M;2.8;No;Next Day Air;No;No;Venmo
3822;5492;8;28/02/2023;M;3;No;Free Shipping;No;No;Cash
3232;7476;10;01/03/2023;M;3.7;No;Standard;No;No;Cash
2646;2228;8;02/03/2023;M;4.1;No;2-Day Shipping;No;No;PayPal
3246;440;16;03/03/2023;M;4.3;No;Next Day Air;No;No;Venmo
1221;8135;7;04/03/2023;L;3.8;No;Next Day Air;No;No;Venmo
1012;4085;11;05/03/2023;L;3.7;No;Free Shipping;No;No;PayPal
417;2001;4;06/03/2023;S;4.8;No;Standard;No;No;PayPal
454;5612;12;07/03/2023;XL;4.6;No;Standard;No;No;PayPal
691;67;18;08/03/2023;S;4.8;No;Standard;No;No;Cash
3386;3185;16;09/03/2023;XL;4.6;No;2-Day Shipping;No;No;PayPal
3523;2091;10;10/03/2023;L;4;No;Standard;No;No;Bank Transfer
2899;4247;12;11/03/2023;M;2.6;No;2-Day Shipping;No;No;Cash
186;6663;11;12/03/2023;L;2.6;No;2-Day Shipping;No;No;Venmo
749;5959;13;13/03/2023;L;4.5;No;Next Day Air;No;No;Bank Transfer
3528;8531;4;14/03/2023;M;4.2;No;Free Shipping;No;No;PayPal
2794;1205;11;15/03/2023;M;3.4;No;Store Pickup;No;No;Cash
60;1141;11;16/03/2023;L;3.7;No;Store Pickup;No;No;PayPal
1516;5925;4;17/03/2023;M;3.6;No;Next Day Air;No;No;Debit Card
